supply_source,domain,app_name,country,environment,device_type,line_item_type,creative_size,impressions,viewable_impressions,measurable_impressions,clicks,total_spend_usd,viewability,measurability,ctr,ecpm_usd,vcpm_usd,ecpc_usd,viewable_impressions_est,quality_score,cost_efficiency_score,iab_category,iab_category_secondary,content_type,audience_profile,geo_focus,language,brand_safety_risk,is_app,publisher_tier
kidoz,apps.apple.com,Match 3D Blast: Matching Game,US,In-app,Mobile,VIDEO,1300x1280,12559,466,662,307,109.5657,0.7039,0.0527,0.0244,8.724,235.12,0.357,8840,0.5678,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tile Explorer: Tiles Clear!,US,In-app,Mobile,VIDEO,1300x1280,8292,288,408,229,72.3401,0.7059,0.0492,0.0276,8.724,251.181,0.316,5853,0.5677,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
onetag,unotv.com,,MX,Web,Mobile,DISPLAY,300x600,1222,656,1174,0,5.648,0.5575,0.9607,0,4.6222,9.1376,0.0,681,0.5669,0.062,IAB12 - News / Current Events,,news,mass_reach,national,es,medium,false,mid-tier
kidoz,apps.apple.com,Ball Sort - Color Sort Puzzles,US,In-app,Mobile,VIDEO,1920x1080,14203,2260,2307,4,123.9081,0.9796,0.1624,0.0003,8.724,54.83,0.0009,13913,0.5667,0.0103,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tile Garden: Relaxing Puzzle,US,In-app,Mobile,VIDEO,1300x1280,11117,434,621,196,96.9856,0.6989,0.0559,0.0176,8.724,223.469,0.495,7770,0.5662,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Screw Up Family: Story Puzzle,US,In-app,Mobile,VIDEO,1300x1280,8343,618,930,183,72.785,0.6645,0.1115,0.0219,8.724,117.775,0.398,5544,0.5657,0.0048,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,We Are Cooking,US,In-app,Mobile,VIDEO,1920x1080,2910,97,138,252,25.3865,0.7029,0.0474,0.0866,8.724,261.717,0.101,2045,0.5657,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Colorwood Sort Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,24301,865,1240,804,212.0039,0.6976,0.051,0.0331,8.724,245.091,0.264,16952,0.5641,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Crossy Road,US,In-app,Mobile,VIDEO,1300x1280,11489,691,1025,1006,100.231,0.6741,0.0892,0.0876,8.724,145.052,0.1,7745,0.5638,0.0039,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hidden Objects - Find It Out,US,In-app,Mobile,VIDEO,1920x1080,4966,171,245,83,43.3238,0.698,0.0493,0.0167,8.724,253.355,0.522,3466,0.5638,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Color Ball Sort Puzzle,US,In-app,Mobile,VIDEO,1920x1080,3302,227,341,151,28.8069,0.6657,0.1033,0.0457,8.724,126.903,0.191,2198,0.5638,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Shelf Sort Puzzle Game,US,In-app,Mobile,VIDEO,1920x1080,4822,152,217,327,42.0675,0.7005,0.045,0.0678,8.724,276.76,0.129,3378,0.5637,0.002,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Blockin' Color - Block Puzzle,US,In-app,Mobile,VIDEO,1300x1280,1396,94,141,104,12.1788,0.6667,0.101,0.0745,8.724,129.562,0.117,931,0.5636,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,"Find Differences, Puzzle Games",US,In-app,Mobile,VIDEO,1300x1280,2089,140,210,63,18.2246,0.6667,0.1005,0.0302,8.724,130.176,0.289,1393,0.5635,0.0043,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Sort Water Color Puzzle,US,In-app,Mobile,VIDEO,1920x1080,4166,122,174,479,36.3445,0.7011,0.0418,0.115,8.724,297.906,0.076,2921,0.5631,0.0019,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hexa Master 3D - Color Sort,US,In-app,Mobile,VIDEO,1920x1080,3835,129,185,250,33.4568,0.6973,0.0482,0.0652,8.724,259.355,0.134,2674,0.5631,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Airplane Chefs - Cooking Game,US,In-app,Mobile,VIDEO,1300x1280,2271,37,52,28,19.8124,0.7115,0.0229,0.0123,8.724,535.47,0.708,1616,0.5626,0.0011,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Word Spells: Puzzle for Adults,US,In-app,Mobile,VIDEO,1920x1080,2952,73,104,39,25.7535,0.7019,0.0352,0.0132,8.724,352.787,0.66,2072,0.5615,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,www.tumblr.com,,BR,Web,Mobile,DISPLAY,300x600,7993,1819,7423,13,2.1414,0.245,0.9287,0.0016,0.268,1.177,0.165,1958,0.5611,0.4767,IAB14 - Society & Culture,IAB1 - Arts & Entertainment,social,young_adults,global,en,medium,false,premium
kidoz,play.google.com,Fancy Color - Paint By Number,US,In-app,Mobile,VIDEO,1920x1080,2786,330,547,258,24.3032,0.6033,0.1963,0.0926,8.723,73.646,0.094,1681,0.5605,0.0076,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Royal Cat Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1837,76,111,240,16.0261,0.6847,0.0604,0.1306,8.724,210.87,0.067,1258,0.5605,0.0027,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hidden Objects - The Journey,US,In-app,Mobile,VIDEO,1300x1280,2841,48,68,98,24.7851,0.7059,0.0239,0.0345,8.724,516.356,0.253,2005,0.5601,0.0011,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Rodeo Stampede: Sky Zoo Safari,US,In-app,Mobile,VIDEO,1920x1080,3186,34,48,378,27.7946,0.7083,0.0151,0.1186,8.724,817.488,0.074,2257,0.5587,0.0007,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Find the Difference: Spot it!,US,In-app,Mobile,VIDEO,1920x1080,3839,258,394,208,33.4907,0.6548,0.1026,0.0542,8.724,129.809,0.161,2514,0.5582,0.0043,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bubble Pop Dream,US,In-app,Mobile,VIDEO,1300x1280,10313,555,832,366,89.9714,0.6671,0.0807,0.0355,8.724,162.111,0.246,6880,0.5578,0.0034,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,www.findagrave.com,,US,Web,Mobile,DISPLAY,300x600,1288,648,1005,0,1.7913,0.6448,0.7803,0,1.391,2.764,0.0,831,0.5565,0.2013,IAB14 - Society & Culture,,other,seniors,global,en,low,false,mid-tier
kidoz,play.google.com,Words More -Ultimate Crossword,US,In-app,Mobile,VIDEO,1300x1280,1423,131,210,85,12.4144,0.6238,0.1476,0.0597,8.724,94.766,0.146,888,0.5562,0.0059,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Find Master: Hidden Object,US,In-app,Mobile,VIDEO,1920x1080,1314,59,83,116,11.4632,0.6737,0.0632,0.0883,8.724,230.4626,0.0996,885,0.5558,0.0024,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,"Good Coffee, Great Coffee",US,In-app,Mobile,VIDEO,1920x1080,9232,249,362,120,80.5407,0.6878,0.0392,0.013,8.724,323.457,0.671,6350,0.5557,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
onetag,gauchazh.clicrbs.com.br,,BR,Web,Mobile,DISPLAY,970x250,3083,1579,3007,0,0,0.5251,0.9753,0,0.0,0.0,0.0,1619,0.5551,0,IAB12 - News / Current Events,,news,mass_reach,local,pt,medium,false,mid-tier
adx,boop.pl,,PL,Web,Mobile,DISPLAY,300x250,1817,930,1762,0,0.3414,0.5278,0.9697,0,0.188,0.367,0.0,959,0.5548,1.5117,IAB9 - Hobbies & Interests,IAB1 - Arts & Entertainment,entertainment,young_adults,national,pl,medium,false,long-tail
kidoz,play.google.com,Screwdom 3D,US,In-app,Mobile,VIDEO,1920x1080,57076,7418,13001,2418,497.9356,0.5706,0.2278,0.0424,8.724,67.125,0.206,32568,0.5536,0.0082,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Screw Up Family: Story Puzzle,US,In-app,Mobile,VIDEO,1920x1080,6069,391,604,188,52.9464,0.6474,0.0995,0.031,8.724,135.413,0.282,3929,0.5535,0.0041,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
onetag,www.leboncoin.fr,,FR,Web,Desktop,VIDEO,1300x1280,1099,559,982,0,20.7789,0.5709,0.8936,0,18.9068,38.2688,0.0,627,0.5535,0.0145,IAB22 - Shopping,IAB21 - Real Estate,shopping,mass_reach,national,fr,low,false,premium
kidoz,apps.apple.com,Ten Crush,US,In-app,Mobile,VIDEO,1920x1080,27862,986,1467,702,243.0669,0.6721,0.0527,0.0252,8.724,246.518,0.346,18726,0.5519,0.0022,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Tile Garden: Relaxing Puzzle,US,In-app,Mobile,VIDEO,1920x1080,7118,260,388,137,62.098,0.6701,0.0545,0.0192,8.724,238.838,0.453,4770,0.5514,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Word Search Explorer®,US,In-app,Mobile,VIDEO,1300x1280,16490,962,1488,590,143.8601,0.6465,0.0902,0.0358,8.724,149.543,0.244,10661,0.5503,0.0037,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cat Color Sort Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1327,48,72,50,11.5769,0.6667,0.0543,0.0377,8.724,241.184,0.232,885,0.5496,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Nostalgia Color by number game,US,In-app,Mobile,VIDEO,1300x1280,1837,55,82,149,16.0261,0.6707,0.0446,0.0811,8.724,291.384,0.108,1232,0.5487,0.0019,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Match 3D Blast: Matching Game,US,In-app,Mobile,VIDEO,1920x1080,6714,205,306,158,58.5735,0.6699,0.0456,0.0235,8.724,285.724,0.371,4498,0.5486,0.0019,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Shoot Bubbles - Bubble Pop,US,In-app,Mobile,VIDEO,1920x1080,11556,391,587,945,100.8155,0.6661,0.0508,0.0818,8.724,257.84,0.107,7697,0.5483,0.0021,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Screwdom 3D,US,In-app,Mobile,VIDEO,1300x1280,82888,11803,22156,2984,723.1215,0.5327,0.2673,0.036,8.724,61.266,0.242,44154,0.5465,0.0089,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Hidden Objects Games,US,In-app,Mobile,VIDEO,1300x1280,1341,200,385,22,11.699,0.5195,0.2871,0.0164,8.724,58.495,0.532,697,0.5459,0.0093,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort - Color Puzzles,US,In-app,Mobile,VIDEO,1300x1280,4548,206,317,119,39.6771,0.6498,0.0697,0.0262,8.724,192.607,0.333,2955,0.5458,0.0028,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Find Hidden Objects: Tidy up,US,In-app,Mobile,VIDEO,1920x1080,1113,83,134,57,9.7093,0.6192,0.1204,0.0513,8.724,117.4489,0.1656,689,0.5457,0.0046,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fantasy Color-Color by Number,US,In-app,Mobile,VIDEO,1300x1280,1287,34,51,98,11.2279,0.6667,0.0396,0.0761,8.724,330.232,0.115,858,0.5452,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Hidden Objects - Find It Out,US,In-app,Mobile,VIDEO,1300x1280,8672,250,378,119,75.6552,0.6614,0.0436,0.0137,8.724,302.621,0.636,5736,0.5438,0.0018,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cookingdom,US,In-app,Mobile,VIDEO,1300x1280,10223,414,637,288,89.1863,0.6499,0.0623,0.0282,8.724,215.426,0.31,6644,0.5436,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Word Domination: PvP Word Game,US,In-app,Mobile,VIDEO,1300x1280,1586,88,139,37,13.8364,0.6331,0.0876,0.0233,8.724,157.232,0.374,1004,0.5428,0.0035,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Match Pair 3D - Matching Game,US,In-app,Mobile,VIDEO,1300x1280,13974,375,569,436,121.9103,0.6591,0.0407,0.0312,8.724,325.094,0.28,9210,0.5418,0.0017,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Cookingdom,US,In-app,Mobile,VIDEO,1920x1080,29725,1212,1879,995,259.3197,0.645,0.0632,0.0335,8.724,213.96,0.261,19173,0.5415,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Word Galaxy Challenge,US,In-app,Mobile,VIDEO,1300x1280,8008,404,502,10,69.8624,0.8048,0.0627,0.0012,8.724,172.927,6.986,6445,0.5412,0.0031,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Solitaire Farm Game,US,In-app,Mobile,VIDEO,1920x1080,1074,148,284,23,9.3695,0.5211,0.2644,0.0214,8.724,63.307,0.407,560,0.5399,0.0085,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,noticiasdatv.uol.com.br,,BR,Web,Mobile,DISPLAY,300x600,4693,456,4514,14,4.5184,0.101,0.9619,0.003,0.963,9.909,0.323,474,0.5391,0.0544,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,pt,low,false,premium
kidoz,apps.apple.com,Word Search Explorer®,US,In-app,Mobile,VIDEO,1920x1080,9692,497,796,296,84.5538,0.6244,0.0821,0.0305,8.724,170.128,0.286,6052,0.5368,0.0032,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Puzzle - Color Game,US,In-app,Mobile,VIDEO,1300x1280,45381,2776,4537,1033,395.9075,0.6119,0.1,0.0228,8.724,142.618,0.383,27769,0.5359,0.0038,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bubble Shooter: Frozen Pop,US,In-app,Mobile,VIDEO,1300x1280,1199,54,86,45,10.4602,0.6279,0.0717,0.0375,8.724,193.707,0.232,753,0.5355,0.0028,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Screwzle 3D: Screw Sort,US,In-app,Mobile,VIDEO,1920x1080,6976,1016,2058,272,60.8592,0.4937,0.295,0.039,8.724,59.901,0.224,3444,0.5353,0.0089,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Color Ball Sort Puzzle,US,In-app,Mobile,VIDEO,1300x1280,4791,247,399,153,41.7971,0.619,0.0833,0.0319,8.724,169.219,0.273,2966,0.5345,0.0032,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Paper.io 2,US,In-app,Mobile,VIDEO,1300x1280,15057,577,913,746,131.3585,0.632,0.0606,0.0495,8.724,227.658,0.176,9516,0.5342,0.0023,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Jigsaw Master - Jigsaw Puzzles,US,In-app,Mobile,VIDEO,1920x1080,1687,120,201,95,14.7175,0.597,0.1191,0.0563,8.724,122.646,0.155,1007,0.5342,0.0044,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Sudoku· Classic Puzzle Games,US,In-app,Mobile,VIDEO,1920x1080,1577,109,153,21,13.7579,0.6098,0.097,0.0133,8.724,210.6936,0.8584,962,0.534,0.0025,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bubble Bus: Parking Jam Puzzle,US,In-app,Mobile,VIDEO,1300x1280,4581,114,178,85,39.965,0.6404,0.0389,0.0186,8.724,350.57,0.47,2934,0.5319,0.0015,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Cross - Crossword Puzzle,US,In-app,Mobile,VIDEO,1920x1080,1013,96,171,112,8.8375,0.5614,0.1688,0.1106,8.724,92.057,0.079,569,0.5313,0.0058,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
pubmatic,www.mirror.co.uk,,GB,Web,Desktop,DISPLAY,300x600,2714,1047,2661,1,1.848,0.3935,0.9805,0.0004,0.681,1.765,1.848,1068,0.5309,0.3008,IAB12 - News / Current Events,IAB1 - Arts & Entertainment,news,mass_reach,national,en,medium,false,premium
kidoz,apps.apple.com,Bubble Shooter - Snoopy POP!,US,In-app,Mobile,VIDEO,1300x1280,7431,105,162,144,64.8286,0.6481,0.0218,0.0194,8.724,617.416,0.45,4816,0.5306,0.0009,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Fable Town: Merge Island magic,US,In-app,Mobile,VIDEO,1920x1080,2353,24,37,836,20.5278,0.6486,0.0157,0.3553,8.724,855.323,0.025,1526,0.529,0.0006,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Ball Sort Puzzle - Color Game,US,In-app,Mobile,VIDEO,1920x1080,39044,2208,3688,895,340.623,0.5987,0.0945,0.0229,8.724,154.268,0.381,23376,0.5277,0.0034,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Christmas Sweeper 2,US,In-app,Mobile,VIDEO,1920x1080,1769,25,39,50,15.4329,0.641,0.022,0.0283,8.724,617.316,0.309,1134,0.5271,0.0009,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Bubble Panda Legend: Blast Pop,US,In-app,Mobile,VIDEO,1920x1080,1395,49,79,28,12.1699,0.6203,0.0566,0.0201,8.724,248.365,0.435,865,0.5271,0.0021,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
sas,finviz.com,,MX,Web,Desktop,DISPLAY,320x50,1317,74,1310,27,6.1352,0.0565,0.9947,0.0205,4.658,82.908,0.227,74,0.5267,0.0064,IAB13 - Personal Finance,IAB3 - Business,finance,professionals,global,en,low,false,mid-tier
kidoz,apps.apple.com,Bubble Bus: Parking Jam Puzzle,US,In-app,Mobile,VIDEO,1920x1080,2652,72,115,35,23.1363,0.6261,0.0434,0.0132,8.724,321.337,0.661,1660,0.5261,0.0016,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Flow Free: Hexes,US,In-app,Mobile,VIDEO,1300x1280,4301,232,388,85,37.5223,0.5979,0.0902,0.0198,8.724,161.734,0.441,2572,0.526,0.0033,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Screwzle,US,In-app,Mobile,VIDEO,1300x1280,5225,82,129,344,45.5833,0.6357,0.0247,0.0658,8.724,555.894,0.133,3322,0.5253,0.0009,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Crossword Puzzle Universe,US,In-app,Mobile,VIDEO,1300x1280,1071,191,204,0,9.3435,0.9363,0.1905,0,8.724,48.919,0.0,1003,0.5253,0.0107,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Word Galaxy Challenge,US,In-app,Mobile,VIDEO,1920x1080,9180,3081,4027,1,80.0871,0.7651,0.4387,0.0001,8.724,25.994,80.087,7024,0.5242,0.0202,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,apps.apple.com,Geometry Dash Lite,US,In-app,Mobile,VIDEO,1300x1280,2888,182,315,142,25.1951,0.5778,0.1091,0.0492,8.724,138.435,0.177,1669,0.5216,0.0038,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
kidoz,play.google.com,Bloons TD Battles 2,US,In-app,Mobile,VIDEO,1300x1280,1025,7,11,104,8.9422,0.6364,0.0107,0.1015,8.724,1277.455,0.086,652,0.5214,0.0004,IAB19 - Technology & Computing,IAB9 - Hobbies & Interests,technology,mass_reach,global,en,low,true,premium
rp,www.findagrave.com,,US,Web,Mobile,DISPLAY,300x600,1952,715,1378,1,2.5938,0.5189,0.7059,0.0005,1.329,3.628,2.594,1013,0.5212,0.1437,IAB14 - Society & Culture,,other,seniors,global,en,low,false,mid-tier
